"ResponseID"	"Utterance-ID"	"Unit"	"Participant-ID"	"Response"	"QUD"
197	8	"It’s slightly shorter than a 3-series Touring, for example"	35	"How short is it compared to another car?"	"How short is it compared to another car?"
425	8	"It’s slightly shorter than a 3-series Touring, for example"	53	"How short is it?"	"How long is the new model?"
178	8	"It’s slightly shorter than a 3-series Touring, for example"	34	"Is it smaller than a 3-series Touring?"	"Is it smaller than a 3-series Touring?"
216	8	"It’s slightly shorter than a 3-series Touring, for example"	54	"Is that the biggest one?"	"Is that the biggest one?"
482	8	"It’s slightly shorter than a 3-series Touring, for example"	41	"Is this much different in size overall?"	"Is this much different in size overall?"
501	8	"It’s slightly shorter than a 3-series Touring, for example"	44	"It is longer or shorter than then series 2 active tourer?"	"It is longer or shorter than then series 2 Active Tourer?"
368	8	"It’s slightly shorter than a 3-series Touring, for example"	36	"What is a car the Gran Tourer is shorter than?"	"What is a car the Gran Tourer is shorter than?"
539	8	"It’s slightly shorter than a 3-series Touring, for example"	31	"what is so different with this model?"	"What is so different with this model?"
7	8	"It’s slightly shorter than a 3-series Touring, for example"	55	"What is the length like compared to BMWs in general?"	"What is the length like compared to BMWs in general?"
235	8	"It’s slightly shorter than a 3-series Touring, for example"	56	"what is the length of the car?"	"How long is the new model?"
330	8	"It’s slightly shorter than a 3-series Touring, for example"	50	"what is the next biggest model?"	"What is the next biggest model?"
406	8	"It’s slightly shorter than a 3-series Touring, for example"	51	"What is the size compared to other models?"	"How big is it compared to other models?"
64	8	"It’s slightly shorter than a 3-series Touring, for example"	48	"What is the size in relation to the 3-series Touring?"	"How big is it compared to a 3-series touring?"
102	8	"It’s slightly shorter than a 3-series Touring, for example"	43	"What size is the 2-series Active Tourer?"	"What size is the 2-series Active Tourer?"
558	8	"It’s slightly shorter than a 3-series Touring, for example"	58	"What's the difference in size between the Active Tourer and the 3-series Touring?"	"What's the difference in size between the Active Tourer and the 3-series Touring?"
577	8	"It’s slightly shorter than a 3-series Touring, for example"	39	"Which vehicle is longest?"	"Which vehicle is longest?"
84	9	"The roofline’s been raised by 5cm at the rear too, to clear some headroom for third-row passengers"	33	"Can everyone fit into this model?"	"Can everyone fit into this model?"
464	9	"The roofline’s been raised by 5cm at the rear too, to clear some headroom for third-row passengers"	49	"Has the roof changed to accommodate additional passengers?"	"Has the roof changed to accommodate additional passengers?"
8	9	"The roofline’s been raised by 5cm at the rear too, to clear some headroom for third-row passengers"	55	"Have any adaptations been made to the roofline?"	"Have any adaptations been made to the roofline?"
236	9	"The roofline’s been raised by 5cm at the rear too, to clear some headroom for third-row passengers"	56	"How does it differ in height?"	"How does it differ in height?"
103	9	"The roofline’s been raised by 5cm at the rear too, to clear some headroom for third-row passengers"	43	"How does the 2-series Active Tourer ensure to be comfortable for passengers?"	"How does the 2-series Active Tourer ensure to be comfortable for passengers?"
198	9	"The roofline’s been raised by 5cm at the rear too, to clear some headroom for third-row passengers"	35	"How does the new design accommodate for an extra row of seating?"	"How does the new design accommodate for an extra row of seating?"
27	9	"The roofline’s been raised by 5cm at the rear too, to clear some headroom for third-row passengers"	61	"how has it been modified for third row passengers"	"How has it been modified for third row passengers?"
540	9	"The roofline’s been raised by 5cm at the rear too, to clear some headroom for third-row passengers"	31	"How has the roofline changed"	"How has the roofline changed?"
502	9	"The roofline’s been raised by 5cm at the rear too, to clear some headroom for third-row passengers"	44	"how high is the roofli9ne for the extra seats?"	"How high is the roofli9ne for the extra seats?"
293	9	"The roofline’s been raised by 5cm at the rear too, to clear some headroom for third-row passengers"	45	"how i high is it?"	"How tall is the car?"
122	9	"The roofline’s been raised by 5cm at the rear too, to clear some headroom for third-row passengers"	57	"How is the headroom?"	"How is the headroom?"
46	9	"The roofline’s been raised by 5cm at the rear too, to clear some headroom for third-row passengers"	42	"How much bigger is the roofline at the rear"	"How much bigger is the roofline at the rear?"
445	9	"The roofline’s been raised by 5cm at the rear too, to clear some headroom for third-row passengers"	40	"How much roof space is there for 3rd row passengers"	"How much roof space is there for 3rd row passengers?"
521	9	"The roofline’s been raised by 5cm at the rear too, to clear some headroom for third-row passengers"	47	"How much the roof has been raised"	"How much the roof has been raised?"
160	9	"The roofline’s been raised by 5cm at the rear too, to clear some headroom for third-row passengers"	37	"How tall is the car"	"How tall is the car?"
255	9	"The roofline’s been raised by 5cm at the rear too, to clear some headroom for third-row passengers"	60	"Is the Gran Tourer larger in any other dimensions?"	"Is the Gran Tourer larger in any other dimensions?"
141	9	"The roofline’s been raised by 5cm at the rear too, to clear some headroom for third-row passengers"	46	"Is there enough space for passengers to be comfortable?"	"Is there enough space for passengers to be comfortable?"
217	9	"The roofline’s been raised by 5cm at the rear too, to clear some headroom for third-row passengers"	54	"Is there plenty of space?"	"Is there plenty of space?"
350	9	"The roofline’s been raised by 5cm at the rear too, to clear some headroom for third-row passengers"	38	"is there room for all seven passengers"	"Is there room for all seven passengers?"
559	9	"The roofline’s been raised by 5cm at the rear too, to clear some headroom for third-row passengers"	58	"IS there sufficient head-room?"	"Is there sufficient head-room?"
483	9	"The roofline’s been raised by 5cm at the rear too, to clear some headroom for third-row passengers"	41	"What about the height of the car in comparison?"	"How does it differ in height?"
369	9	"The roofline’s been raised by 5cm at the rear too, to clear some headroom for third-row passengers"	36	"What has been changed about the roofline and why?"	"What has been changed about the roofline?"
369	9	"The roofline’s been raised by 5cm at the rear too, to clear some headroom for third-row passengers"	36	"What has been changed about the roofline and why?"	"Why has the roofline been raised?"
407	9	"The roofline’s been raised by 5cm at the rear too, to clear some headroom for third-row passengers"	51	"What is different to the the Touring?"	"What is different to the the Touring?"
65	9	"The roofline’s been raised by 5cm at the rear too, to clear some headroom for third-row passengers"	48	"What is the car like for the passengers in the third-row?"	"What is the car like for the passengers in the third-row?"
312	9	"The roofline’s been raised by 5cm at the rear too, to clear some headroom for third-row passengers"	59	"What is the headroom like?"	"How is the headroom?"
179	9	"The roofline’s been raised by 5cm at the rear too, to clear some headroom for third-row passengers"	34	"What is the height of the roofline?"	"What is the height of the roofline?"
388	9	"The roofline’s been raised by 5cm at the rear too, to clear some headroom for third-row passengers"	32	"What is the space like in the Gran Tourer?"	"What is the space like in the Gran Tourer?"
578	9	"The roofline’s been raised by 5cm at the rear too, to clear some headroom for third-row passengers"	39	"Which vehicle is tallest?"	"Which vehicle is tallest?"
426	9	"The roofline’s been raised by 5cm at the rear too, to clear some headroom for third-row passengers"	53	"Why has the roofline been raised?"	"Why has the roofline been raised?"
331	9	"The roofline’s been raised by 5cm at the rear too, to clear some headroom for third-row passengers"	50	"will the third row passengers have room?"	"Will the third row passengers have room?"
579	10	"Engine line-up is the same mix of three- and four-cylinder petrols and diesels found in the Active Tourer"	39	"Do they have the same engines?"	"Is the engine different to the Active Tourer?"
408	10	"Engine line-up is the same mix of three- and four-cylinder petrols and diesels found in the Active Tourer"	51	"Does the engine differ in petrols and diesels?"	"Does the engine differ in petrols and diesels?"
47	10	"Engine line-up is the same mix of three- and four-cylinder petrols and diesels found in the Active Tourer"	42	"How different is the engine line up"	"How different is the engine line up?"
123	10	"Engine line-up is the same mix of three- and four-cylinder petrols and diesels found in the Active Tourer"	57	"How different is the engine?"	"How different is the engine?"
142	10	"Engine line-up is the same mix of three- and four-cylinder petrols and diesels found in the Active Tourer"	46	"How does the engine composition compare?"	"How does the engine composition compare?"
465	10	"Engine line-up is the same mix of three- and four-cylinder petrols and diesels found in the Active Tourer"	49	"Is the engine different from the previous line?"	"Is the engine different to the Active Tourer?"
332	10	"Engine line-up is the same mix of three- and four-cylinder petrols and diesels found in the Active Tourer"	50	"Is the engine different to the active tourer?"	"Is the engine different to the Active Tourer?"
446	10	"Engine line-up is the same mix of three- and four-cylinder petrols and diesels found in the Active Tourer"	40	"Is the engine line up different between the two models"	"Is the engine line up different between the two models?"
161	10	"Engine line-up is the same mix of three- and four-cylinder petrols and diesels found in the Active Tourer"	37	"Is the engine the same as the active tourer"	"Is the engine different to the Active Tourer?"
484	10	"Engine line-up is the same mix of three- and four-cylinder petrols and diesels found in the Active Tourer"	41	"What does the engine consist of?"	"What does the engine consist of?"
294	10	"Engine line-up is the same mix of three- and four-cylinder petrols and diesels found in the Active Tourer"	45	"what engine?"	"What is the engine of the Gran Tourer?"
199	10	"Engine line-up is the same mix of three- and four-cylinder petrols and diesels found in the Active Tourer"	35	"What engines does the gran tourer use?"	"What is the engine line up?"
104	10	"Engine line-up is the same mix of three- and four-cylinder petrols and diesels found in the Active Tourer"	43	"What is the engine composition of the 2-series Active Tourer?"	"What is the engine composition of the 2-series Active Tourer?"
66	10	"Engine line-up is the same mix of three- and four-cylinder petrols and diesels found in the Active Tourer"	48	"What is the engine like in relation to the Active Tourer?"	"What is the engine like in relation to the Active Tourer?"
218	10	"Engine line-up is the same mix of three- and four-cylinder petrols and diesels found in the Active Tourer"	54	"What is the engine like?"	"What is the engine like?"
28	10	"Engine line-up is the same mix of three- and four-cylinder petrols and diesels found in the Active Tourer"	61	"what is the engine line up?"	"What is the engine line up?"
180	10	"Engine line-up is the same mix of three- and four-cylinder petrols and diesels found in the Active Tourer"	34	"What is the engine line up?"	"What is the engine line up?"
389	10	"Engine line-up is the same mix of three- and four-cylinder petrols and diesels found in the Active Tourer"	32	"What is the engine line up?"	"What is the engine line up?"
427	10	"Engine line-up is the same mix of three- and four-cylinder petrols and diesels found in the Active Tourer"	53	"What is the engine line up?"	"What is the engine line up?"
9	10	"Engine line-up is the same mix of three- and four-cylinder petrols and diesels found in the Active Tourer"	55	"What is the engine line-up like?"	"What is the engine line up?"
313	10	"Engine line-up is the same mix of three- and four-cylinder petrols and diesels found in the Active Tourer"	59	"What is the engine line-up?"	"What is the engine line up?"
541	10	"Engine line-up is the same mix of three- and four-cylinder petrols and diesels found in the Active Tourer"	31	"What is the engine made up of"	"What does the engine consist of?"
370	10	"Engine line-up is the same mix of three- and four-cylinder petrols and diesels found in the Active Tourer"	36	"What is the engine of the Gran Tourer?"	"What is the engine of the Gran Tourer?"
503	10	"Engine line-up is the same mix of three- and four-cylinder petrols and diesels found in the Active Tourer"	44	"What is the engine type?"	"What is the engine type?"
237	10	"Engine line-up is the same mix of three- and four-cylinder petrols and diesels found in the Active Tourer"	56	"What sort of engine does it have?"	"What is the engine type?"
522	10	"Engine line-up is the same mix of three- and four-cylinder petrols and diesels found in the Active Tourer"	47	"What the engine is like"	"What is the engine type?"
351	10	"Engine line-up is the same mix of three- and four-cylinder petrols and diesels found in the Active Tourer"	38	"what type of engine does it have"	"What is the engine type?"
256	10	"Engine line-up is the same mix of three- and four-cylinder petrols and diesels found in the Active Tourer"	60	"What type of engine line-up does the car have?"	"What type of engine line-up does the car have?"
560	10	"Engine line-up is the same mix of three- and four-cylinder petrols and diesels found in the Active Tourer"	58	"What's the engine line-up for the Gran Tourer?"	"What is the engine line up?"
85	10	"Engine line-up is the same mix of three- and four-cylinder petrols and diesels found in the Active Tourer"	33	"Will there be a full range of engines available?"	"Will there be a full range of engines available?"
390	11	"Thriftiest is the 1.5-litre triple-cylinder 216d, with a claimed 68.9mpg average and 108g/km CO2"	32	"Does it cost a lot to run?"	"Does it cost a lot to run?"
504	11	"Thriftiest is the 1.5-litre triple-cylinder 216d, with a claimed 68.9mpg average and 108g/km CO2"	44	"How do the different engine sizes compare?"	"How do the different engine sizes compare?"
238	11	"Thriftiest is the 1.5-litre triple-cylinder 216d, with a claimed 68.9mpg average and 108g/km CO2"	56	"How quick does it go?"	"How quick does it go?"
219	11	"Thriftiest is the 1.5-litre triple-cylinder 216d, with a claimed 68.9mpg average and 108g/km CO2"	54	"What about the emissions?"	"What about the emissions?"
314	11	"Thriftiest is the 1.5-litre triple-cylinder 216d, with a claimed 68.9mpg average and 108g/km CO2"	59	"What are the engine specifications?"	"What are the engine specifications?"
466	11	"Thriftiest is the 1.5-litre triple-cylinder 216d, with a claimed 68.9mpg average and 108g/km CO2"	49	"What are the engine specs of the baseline model?"	"What are the engine specifications?"
67	11	"Thriftiest is the 1.5-litre triple-cylinder 216d, with a claimed 68.9mpg average and 108g/km CO2"	48	"What are the engine specs?"	"What are the engine specifications?"
542	11	"Thriftiest is the 1.5-litre triple-cylinder 216d, with a claimed 68.9mpg average and 108g/km CO2"	31	"What are the engine specs?"	"What are the engine specifications?"
105	11	"Thriftiest is the 1.5-litre triple-cylinder 216d, with a claimed 68.9mpg average and 108g/km CO2"	43	"What are the engine stats of the 2-series Active Tourer?"	"What are the engine specifications?"
485	11	"Thriftiest is the 1.5-litre triple-cylinder 216d, with a claimed 68.9mpg average and 108g/km CO2"	41	"What are the exact engine details?"	"What are the engine specifications?"
10	11	"Thriftiest is the 1.5-litre triple-cylinder 216d, with a claimed 68.9mpg average and 108g/km CO2"	55	"What are the fuel stats of the car?"	"What is the fuel consumption?"
48	11	"Thriftiest is the 1.5-litre triple-cylinder 216d, with a claimed 68.9mpg average and 108g/km CO2"	42	"What are the specifications of the engine"	"What are the engine specifications?"
143	11	"Thriftiest is the 1.5-litre triple-cylinder 216d, with a claimed 68.9mpg average and 108g/km CO2"	46	"What are the specs for the engine?"	"What are the engine specifications?"
409	11	"Thriftiest is the 1.5-litre triple-cylinder 216d, with a claimed 68.9mpg average and 108g/km CO2"	51	"What engine capacity does it have, linking to the emissions?"	"What engine capacity does it have, linking to the emissions?"
124	11	"Thriftiest is the 1.5-litre triple-cylinder 216d, with a claimed 68.9mpg average and 108g/km CO2"	57	"What engine does it have?"	"What engine does it have?"
162	11	"Thriftiest is the 1.5-litre triple-cylinder 216d, with a claimed 68.9mpg average and 108g/km CO2"	37	"What is the engine set-up like"	"What is the engine set-up like?"
295	11	"Thriftiest is the 1.5-litre triple-cylinder 216d, with a claimed 68.9mpg average and 108g/km CO2"	45	"what is the fuel consumption?"	"What is the fuel consumption?"
352	11	"Thriftiest is the 1.5-litre triple-cylinder 216d, with a claimed 68.9mpg average and 108g/km CO2"	38	"what is the fuel economy"	"What is the fuel consumption?"
86	11	"Thriftiest is the 1.5-litre triple-cylinder 216d, with a claimed 68.9mpg average and 108g/km CO2"	33	"What is the fuel efficiency of these models?"	"What is the fuel efficiency of these models?"
371	11	"Thriftiest is the 1.5-litre triple-cylinder 216d, with a claimed 68.9mpg average and 108g/km CO2"	36	"What is the most thriftiest cylinder in the engine?"	"What is the most thriftiest cylinder in the engine?"
29	11	"Thriftiest is the 1.5-litre triple-cylinder 216d, with a claimed 68.9mpg average and 108g/km CO2"	61	"what is the thriftiest engine"	"Which is the most thrifty version?"
428	11	"Thriftiest is the 1.5-litre triple-cylinder 216d, with a claimed 68.9mpg average and 108g/km CO2"	53	"What is Thriftiest?"	"What is Thriftiest?"
257	11	"Thriftiest is the 1.5-litre triple-cylinder 216d, with a claimed 68.9mpg average and 108g/km CO2"	60	"What sort of mileage does the car get?"	"What sort of mileage does the car get?"
561	11	"Thriftiest is the 1.5-litre triple-cylinder 216d, with a claimed 68.9mpg average and 108g/km CO2"	58	"What's the cheapest engine option for the Gran Tourer?"	"Which is the most thrifty version?"
580	11	"Thriftiest is the 1.5-litre triple-cylinder 216d, with a claimed 68.9mpg average and 108g/km CO2"	39	"Which engine is best?"	"Which engine is best?"
200	11	"Thriftiest is the 1.5-litre triple-cylinder 216d, with a claimed 68.9mpg average and 108g/km CO2"	35	"Which is the most thrifty version?"	"Which is the most thrifty version?"
447	11	"Thriftiest is the 1.5-litre triple-cylinder 216d, with a claimed 68.9mpg average and 108g/km CO2"	40	"Which model is the most eco friendly"	"Which model is the most eco friendly?"
258	12	"Range-topper is the 2.0-litre, four-cylinder 187bhp 220d xDrive, capable of dipping under eight seconds from 0-62mph"	60	"Are there any other versions of the car engines..?"	"Are there any other versions of the car engines?"
49	12	"Range-topper is the 2.0-litre, four-cylinder 187bhp 220d xDrive, capable of dipping under eight seconds from 0-62mph"	42	"How fast can it go 0-62 mph"	"How fast can it go 0-62 mph?"
391	12	"Range-topper is the 2.0-litre, four-cylinder 187bhp 220d xDrive, capable of dipping under eight seconds from 0-62mph"	32	"How fast is it?"	"How fast is it?"
106	12	"Range-topper is the 2.0-litre, four-cylinder 187bhp 220d xDrive, capable of dipping under eight seconds from 0-62mph"	43	"How fast is the 2-series Active Tourer?"	"How fast is it?"
505	12	"Range-topper is the 2.0-litre, four-cylinder 187bhp 220d xDrive, capable of dipping under eight seconds from 0-62mph"	44	"That is the most powerfil engine in the griup?"	"That is the most powerful engine in the group?"
220	12	"Range-topper is the 2.0-litre, four-cylinder 187bhp 220d xDrive, capable of dipping under eight seconds from 0-62mph"	54	"What about the Range-topper?"	"What about the Range-topper?"
315	12	"Range-topper is the 2.0-litre, four-cylinder 187bhp 220d xDrive, capable of dipping under eight seconds from 0-62mph"	59	"What are the engine specifications for best range in this model?"	"What are the engine specifications for best range in this model?"
467	12	"Range-topper is the 2.0-litre, four-cylinder 187bhp 220d xDrive, capable of dipping under eight seconds from 0-62mph"	49	"What are the engine specs for the top model?"	"What are the engine specs for the top model?"
353	12	"Range-topper is the 2.0-litre, four-cylinder 187bhp 220d xDrive, capable of dipping under eight seconds from 0-62mph"	38	"what are the performance figures"	"What are the performance figures?"
543	12	"Range-topper is the 2.0-litre, four-cylinder 187bhp 220d xDrive, capable of dipping under eight seconds from 0-62mph"	31	"What are the specs of th range topper"	"What are the engine specs for the top model?"
125	12	"Range-topper is the 2.0-litre, four-cylinder 187bhp 220d xDrive, capable of dipping under eight seconds from 0-62mph"	57	"What engine does the range topper have?"	"What engine does the range topper have?"
429	12	"Range-topper is the 2.0-litre, four-cylinder 187bhp 220d xDrive, capable of dipping under eight seconds from 0-62mph"	53	"What is a range topper?"	"What is a range topper?"
410	12	"Range-topper is the 2.0-litre, four-cylinder 187bhp 220d xDrive, capable of dipping under eight seconds from 0-62mph"	51	"What is different between the three?"	"What is different between the three?"
486	12	"Range-topper is the 2.0-litre, four-cylinder 187bhp 220d xDrive, capable of dipping under eight seconds from 0-62mph"	41	"What is the best engine used in any of your cars?"	"What is the best engine used in any of your cars?"
239	12	"Range-topper is the 2.0-litre, four-cylinder 187bhp 220d xDrive, capable of dipping under eight seconds from 0-62mph"	56	"What is the difference?"	"What is the difference?"
11	12	"Range-topper is the 2.0-litre, four-cylinder 187bhp 220d xDrive, capable of dipping under eight seconds from 0-62mph"	55	"What is the dipping like of the car?"	"What is the dipping like of the car?"
30	12	"Range-topper is the 2.0-litre, four-cylinder 187bhp 220d xDrive, capable of dipping under eight seconds from 0-62mph"	61	"what is the engine on the range topper"	"What engine does the range topper have?"
296	12	"Range-topper is the 2.0-litre, four-cylinder 187bhp 220d xDrive, capable of dipping under eight seconds from 0-62mph"	45	"what is the fastest model?"	"What is the fastest model?"
372	12	"Range-topper is the 2.0-litre, four-cylinder 187bhp 220d xDrive, capable of dipping under eight seconds from 0-62mph"	36	"What is the range-topper?"	"What is the range-topper?"
87	12	"Range-topper is the 2.0-litre, four-cylinder 187bhp 220d xDrive, capable of dipping under eight seconds from 0-62mph"	33	"What is the speed from 0-62mph?"	"What is the speed from 0-62mph?"
68	12	"Range-topper is the 2.0-litre, four-cylinder 187bhp 220d xDrive, capable of dipping under eight seconds from 0-62mph"	48	"What is the speed like?"	"What's the top acceleration?"
524	12	"Range-topper is the 2.0-litre, four-cylinder 187bhp 220d xDrive, capable of dipping under eight seconds from 0-62mph"	47	"What the range is"	"What the range is?"
144	12	"Range-topper is the 2.0-litre, four-cylinder 187bhp 220d xDrive, capable of dipping under eight seconds from 0-62mph"	46	"What's the best engine you can have in this vehicle?"	"What's the best engine you can have in this vehicle?"
562	12	"Range-topper is the 2.0-litre, four-cylinder 187bhp 220d xDrive, capable of dipping under eight seconds from 0-62mph"	58	"What's the priciest engine option for the Gran Tourer?"	"What's the priciest engine option for the Gran Tourer?"
334	12	"Range-topper is the 2.0-litre, four-cylinder 187bhp 220d xDrive, capable of dipping under eight seconds from 0-62mph"	50	"what's the top accelaration?"	"What's the top acceleration?"
163	12	"Range-topper is the 2.0-litre, four-cylinder 187bhp 220d xDrive, capable of dipping under eight seconds from 0-62mph"	37	"Which car in the range is the best engine-wise"	"Which car in the range is the best engine-wise?"
448	12	"Range-topper is the 2.0-litre, four-cylinder 187bhp 220d xDrive, capable of dipping under eight seconds from 0-62mph"	40	"Which is the fastest model"	"Which is the fastest model?"
201	12	"Range-topper is the 2.0-litre, four-cylinder 187bhp 220d xDrive, capable of dipping under eight seconds from 0-62mph"	35	"Which is the most performant in the range?"	"Which is the most performant in the range?"
581	12	"Range-topper is the 2.0-litre, four-cylinder 187bhp 220d xDrive, capable of dipping under eight seconds from 0-62mph"	39	"Which spec has the largest range?"	"What are the engine specifications for best range in this model?"
449	13	"Like the Active Tourer, the Gran is front-wheel-drive"	40	"Are they front wheel drive"	"Are they front wheel drive?"
544	13	"Like the Active Tourer, the Gran is front-wheel-drive"	31	"Does it support front wheel drive"	"Is it front wheel drive?"
88	13	"Like the Active Tourer, the Gran is front-wheel-drive"	33	"Does the Gran have front wheel drive?"	"Is it front wheel drive?"
259	13	"Like the Active Tourer, the Gran is front-wheel-drive"	60	"Does the Gran Tourer have front or rear wheel drive?"	"Does the Gran Tourer have front or rear wheel drive?"
164	13	"Like the Active Tourer, the Gran is front-wheel-drive"	37	"Is it a 4-wheel drive or front wheel drive"	"Is it a 4-wheel drive or front wheel drive?"
221	13	"Like the Active Tourer, the Gran is front-wheel-drive"	54	"Is it a front wheel drive?"	"Is it front wheel drive?"
240	13	"Like the Active Tourer, the Gran is front-wheel-drive"	56	"Is it a rear or front wheel drive?"	"Does the Gran Tourer have front or rear wheel drive?"
297	13	"Like the Active Tourer, the Gran is front-wheel-drive"	45	"is it front or rear wheel drive?"	"Does the Gran Tourer have front or rear wheel drive?"
107	13	"Like the Active Tourer, the Gran is front-wheel-drive"	43	"Is it front wheel drive?"	"Is it front wheel drive?"
126	13	"Like the Active Tourer, the Gran is front-wheel-drive"	57	"Is it front wheel drive?"	"Is it front wheel drive?"
183	13	"Like the Active Tourer, the Gran is front-wheel-drive"	34	"is it front wheel drive?"	"Is it front wheel drive?"
335	13	"Like the Active Tourer, the Gran is front-wheel-drive"	50	"is it front wheel, rear wheel or four wheel drive?"	"Is it front wheel, rear wheel or four wheel drive??"
392	13	"Like the Active Tourer, the Gran is front-wheel-drive"	32	"Is the Active Tourer 4 wheel drive or front wheel drive?"	"Is the Active Tourer 4 wheel drive or front wheel drive?"
69	13	"Like the Active Tourer, the Gran is front-wheel-drive"	48	"Is the car a front-wheel drive?"	"Is it front wheel drive?"
411	13	"Like the Active Tourer, the Gran is front-wheel-drive"	51	"Is the car front-wheel or rear-wheel drive?"	"Does the Gran Tourer have front or rear wheel drive?"
50	13	"Like the Active Tourer, the Gran is front-wheel-drive"	42	"Is the gran a front wheel drive"	"Is it front wheel drive?"
12	13	"Like the Active Tourer, the Gran is front-wheel-drive"	55	"Is the Gran a front-wheel drive?"	"Is it front wheel drive?"
373	13	"Like the Active Tourer, the Gran is front-wheel-drive"	36	"Is the Gran Tourer a front-wheel-drive?"	"Is it front wheel drive?"
563	13	"Like the Active Tourer, the Gran is front-wheel-drive"	58	"Is the Gran Tourer also front-wheel-drive?"	"Is it front wheel drive?"
506	13	"Like the Active Tourer, the Gran is front-wheel-drive"	44	"Is the gran tourer front wheel drive?"	"Is it front wheel drive?"
202	13	"Like the Active Tourer, the Gran is front-wheel-drive"	35	"Is the gran tourer front, back or four wheel drive?"	"Is it front wheel, rear wheel or four wheel drive?"
316	13	"Like the Active Tourer, the Gran is front-wheel-drive"	59	"Is this a four wheel drive model?"	"Is this a four wheel drive model?"
145	13	"Like the Active Tourer, the Gran is front-wheel-drive"	46	"Is this a front or rear-wheel drive?"	"Does the Gran Tourer have front or rear wheel drive?"
487	13	"Like the Active Tourer, the Gran is front-wheel-drive"	41	"Is this car 4 front-wheel-drive?"	"Is this car 4 front-wheel-drive?"
430	13	"Like the Active Tourer, the Gran is front-wheel-drive"	53	"What is the Gran?"	"What is the Gran?"
468	13	"Like the Active Tourer, the Gran is front-wheel-drive"	49	"What type of drive is the car?"	"What wheel drive is it?"
354	13	"Like the Active Tourer, the Gran is front-wheel-drive"	38	"what wheel drive is it"	"What wheel drive is it?"
31	13	"Like the Active Tourer, the Gran is front-wheel-drive"	61	"what wheel drive is the gran"	"What wheel drive is it?"
582	13	"Like the Active Tourer, the Gran is front-wheel-drive"	39	"Which drivetrain?"	"What wheel drive is it?"
108	14	"the 220d engine is available only with ‘xDrive’ four-wheel drive"	43	"Are all models available in front wheel drive?"	"Are all models available in front wheel drive?"
374	14	"the 220d engine is available only with ‘xDrive’ four-wheel drive"	36	"Can you get a 220d engine?"	"Can you get a 220d engine?"
146	14	"the 220d engine is available only with ‘xDrive’ four-wheel drive"	46	"can you have the 220d engine on any configuration?"	"Can you have the 220d engine on any configuration?"
127	14	"the 220d engine is available only with ‘xDrive’ four-wheel drive"	57	"Can you have the 220d engine?"	"Can you get a 220d engine?"
298	14	"the 220d engine is available only with ‘xDrive’ four-wheel drive"	45	"do you have a 4x4 model?"	"Do you have a 4x4 model?"
545	14	"the 220d engine is available only with ‘xDrive’ four-wheel drive"	31	"Does it support xdrive"	"Does it support xdrive?"
507	14	"the 220d engine is available only with ‘xDrive’ four-wheel drive"	44	"Does the 220d engine come as standard?"	"Does the 220d engine come as standard?"
51	14	"the 220d engine is available only with ‘xDrive’ four-wheel drive"	42	"How is the 220d engine available"	"How is the 220d engine available?"
13	14	"the 220d engine is available only with ‘xDrive’ four-wheel drive"	55	"Is front-wheel drive available for all engine types?"	"Is front-wheel drive available for all engine types?"
583	14	"the 220d engine is available only with ‘xDrive’ four-wheel drive"	39	"Is it 2WD or 4WD"	"Is it 2WD or 4WD?"
336	14	"the 220d engine is available only with ‘xDrive’ four-wheel drive"	50	"is it still four wheel drive if i get the 220d engine?"	"Is it still four wheel drive if i get the 220d engine?"
488	14	"the 220d engine is available only with ‘xDrive’ four-wheel drive"	41	"Is that with the 220d engine?"	"Is that with the 220d engine?"
70	14	"the 220d engine is available only with ‘xDrive’ four-wheel drive"	48	"Is the 200d engine available with all models?"	"Is the 200d engine available with all models?"
393	14	"the 220d engine is available only with ‘xDrive’ four-wheel drive"	32	"Is the 220d engine available in this vehicle?"	"Is the 220d engine available?"
431	14	"the 220d engine is available only with ‘xDrive’ four-wheel drive"	53	"Is the 220d engine avaliable?"	"Is the 220d engine available?"
260	14	"the 220d engine is available only with ‘xDrive’ four-wheel drive"	60	"Is the front wheel drive available with any engine?"	"Is front-wheel drive available for all engine types?"
355	14	"the 220d engine is available only with ‘xDrive’ four-wheel drive"	38	"is there a 4wd version"	"Is there a 4wd version?"
469	14	"the 220d engine is available only with ‘xDrive’ four-wheel drive"	49	"Is there a different drive in the other models?"	"Is there a different drive in the other models?"
450	14	"the 220d engine is available only with ‘xDrive’ four-wheel drive"	40	"Is there a xDrive option"	"Does it support xdrive?"
412	14	"the 220d engine is available only with ‘xDrive’ four-wheel drive"	51	"Is there any differences between the two?"	"Is there any differences between the two?"
203	14	"the 220d engine is available only with ‘xDrive’ four-wheel drive"	35	"what availability limitations does the 220d engine have?"	"What availability limitations does the 220d engine have?"
165	14	"the 220d engine is available only with ‘xDrive’ four-wheel drive"	37	"What drive can I get the 220d engine in"	"What drive can I get the 220d engine in?"
317	14	"the 220d engine is available only with ‘xDrive’ four-wheel drive"	59	"What is included or excluded in the Gran?"	"What is included or excluded in the Gran Tourer?"
241	14	"the 220d engine is available only with ‘xDrive’ four-wheel drive"	56	"What is the availaity on both models?"	"What is the availability on both models?"
564	14	"the 220d engine is available only with ‘xDrive’ four-wheel drive"	58	"What other engine options are there?"	"What other engine options are there?"
32	14	"the 220d engine is available only with ‘xDrive’ four-wheel drive"	61	"where can you find the 220d engine"	"Where can you find the 220d engine?"
