"ResponseID"	"Utterance-ID"	"Unit"	"Participant-ID"	"Response"	"QUD"
289	9	"A play"	29	"Where has this text come from?"	"Where has this text come from?"
589	9	"A play"	8	"Where is Mrs Simpson?"	"Where is Mrs Simpson?"
469	9	"A play"	3	"WHY IS SUSIE INTERESTED IN MRS SIMPSON CALENDAR?"	"Why is Susie interested in Mrs Simpson’s calendar?"
70	10	"The skin feels puckered and soft, like white and wrinkly fingertips in the bath"	19	"How did her skin feel?"	"How does the skin feel?"
50	10	"The skin feels puckered and soft, like white and wrinkly fingertips in the bath"	11	"How did it feel?"	"How does the skin feel?"
450	10	"The skin feels puckered and soft, like white and wrinkly fingertips in the bath"	17	"How did the cap from work affect Susie's skin?"	"How did the cap from work affect Susie’s skin?"
270	10	"The skin feels puckered and soft, like white and wrinkly fingertips in the bath"	7	"How does her skin feel?"	"How does the skin feel?"
410	10	"The skin feels puckered and soft, like white and wrinkly fingertips in the bath"	18	"How does her skin feel?"	"How does the skin feel?"
430	10	"The skin feels puckered and soft, like white and wrinkly fingertips in the bath"	21	"How does her skin feel?"	"How does the skin feel?"
330	10	"The skin feels puckered and soft, like white and wrinkly fingertips in the bath"	25	"How does Susie's skin feel after work"	"How does Susie’s skin feel after work?"
290	10	"The skin feels puckered and soft, like white and wrinkly fingertips in the bath"	29	"How does Susie's skin feel?"	"How does the skin feel?"
570	10	"The skin feels puckered and soft, like white and wrinkly fingertips in the bath"	9	"How does Susies head feeL?"	"How does Susie’s head feel?"
10	10	"The skin feels puckered and soft, like white and wrinkly fingertips in the bath"	27	"How does the skin feel?"	"How does the skin feel?"
90	10	"The skin feels puckered and soft, like white and wrinkly fingertips in the bath"	15	"How does the skin feel?"	"How does the skin feel?"
170	10	"The skin feels puckered and soft, like white and wrinkly fingertips in the bath"	6	"How does the skin feel?"	"How does the skin feel?"
310	10	"The skin feels puckered and soft, like white and wrinkly fingertips in the bath"	1	"how does the skin feel?"	"How does the skin feel?"
390	10	"The skin feels puckered and soft, like white and wrinkly fingertips in the bath"	5	"How does the skin feel?"	"How does the skin feel?"
110	10	"The skin feels puckered and soft, like white and wrinkly fingertips in the bath"	20	"How is Susie physically feeling?"	"How is Susie physically feeling?"
210	10	"The skin feels puckered and soft, like white and wrinkly fingertips in the bath"	13	"How Susies cap makes her skin feel"	"How Susie’s cap makes her skin feel?"
470	10	"The skin feels puckered and soft, like white and wrinkly fingertips in the bath"	3	"IS SUSIE HAVING A BATH AFTER A LONG WORKING DAY?"	"Is Susie having a bath after a long working day?"
530	10	"The skin feels puckered and soft, like white and wrinkly fingertips in the bath"	12	"Then what happened?"	"Then what happened?"
250	10	"The skin feels puckered and soft, like white and wrinkly fingertips in the bath"	30	"What did her skin feel like ?"	"How does the skin feel?"
630	10	"The skin feels puckered and soft, like white and wrinkly fingertips in the bath"	28	"What did the calendar feel like to the touch?"	"What did the calendar feel like to the touch?"
490	10	"The skin feels puckered and soft, like white and wrinkly fingertips in the bath"	16	"What did the skin feel like?"	"How does the skin feel?"
610	10	"The skin feels puckered and soft, like white and wrinkly fingertips in the bath"	26	"What does it feel like"	"How does the skin feel?"
150	10	"The skin feels puckered and soft, like white and wrinkly fingertips in the bath"	22	"What does Susie feel when she rubs her skin?"	"What does Susie feel when she rubs her skin?"
590	10	"The skin feels puckered and soft, like white and wrinkly fingertips in the bath"	8	"What does Susie's skin feel like?"	"How does the skin feel?"
370	10	"The skin feels puckered and soft, like white and wrinkly fingertips in the bath"	14	"What does the place feel like where Susie is rubbing?"	"What does the place feel like where Susie is rubbing?"
350	10	"The skin feels puckered and soft, like white and wrinkly fingertips in the bath"	24	"what does the skin feel like"	"How does the skin feel?"
130	10	"The skin feels puckered and soft, like white and wrinkly fingertips in the bath"	2	"What does the skin feel like?"	"How does the skin feel?"
190	10	"The skin feels puckered and soft, like white and wrinkly fingertips in the bath"	4	"What does the skin feel like?"	"How does the skin feel?"
510	10	"The skin feels puckered and soft, like white and wrinkly fingertips in the bath"	10	"Why is Susie rubbing her head?"	"Why is Susie rubbing her head?"
571	11	"Her mother used to read beside the clawfoot bathtub her father imported from England"	9	"Did susie's mother read to her as a kid?"	"Did Susie’s mother read to her as a kid?"
271	11	"Her mother used to read beside the clawfoot bathtub her father imported from England"	7	"Does Susie have a good relationship with her parents?"	"Does Susie have a good relationship with her parents?"
471	11	"Her mother used to read beside the clawfoot bathtub her father imported from England"	3	"DOES SUSIE HAVE AN EMOTIONAL CONNECTION TO THE HOUSE? IS IT HER MOTHER AND FATHERS OLD HOUSE?"	"Does Susie have an emotional connection to the house?"
471	11	"Her mother used to read beside the clawfoot bathtub her father imported from England"	3	"DOES SUSIE HAVE AN EMOTIONAL CONNECTION TO THE HOUSE? IS IT HER MOTHER AND FATHERS OLD HOUSE?"	"Is it her mother and father’s old house?"
331	11	"Her mother used to read beside the clawfoot bathtub her father imported from England"	25	"Does Susie have parents?"	"Does Susie have parents?"
171	11	"Her mother used to read beside the clawfoot bathtub her father imported from England"	6	"How does susie remember the tub?"	"How does Susie remember the tub?"
251	11	"Her mother used to read beside the clawfoot bathtub her father imported from England"	30	"How was Susies relationship with her Mother ?"	"How was Susie’s relationship with her mother ?"
11	11	"Her mother used to read beside the clawfoot bathtub her father imported from England"	27	"What did her mother do beside the bathtub?"	"What did Susie’s mother used to do?"
51	11	"Her mother used to read beside the clawfoot bathtub her father imported from England"	11	"What did her mother do for her?"	"What did her mother do for her?"
491	11	"Her mother used to read beside the clawfoot bathtub her father imported from England"	16	"What did her mother do?"	"What did Susie’s mother used to do?"
191	11	"Her mother used to read beside the clawfoot bathtub her father imported from England"	4	"What did her mother used to do?"	"What did Susie’s mother used to do?"
411	11	"Her mother used to read beside the clawfoot bathtub her father imported from England"	18	"What did her mother used to do?"	"What did Susie’s mother used to do?"
311	11	"Her mother used to read beside the clawfoot bathtub her father imported from England"	1	"what did her mother used to read?"	"What did her mother used to read?"
451	11	"Her mother used to read beside the clawfoot bathtub her father imported from England"	17	"What did Susie remember?"	"What did Susie remember?"
131	11	"Her mother used to read beside the clawfoot bathtub her father imported from England"	2	"What did Susie's mother used to do?"	"What did Susie’s mother used to do?"
391	11	"Her mother used to read beside the clawfoot bathtub her father imported from England"	5	"What did Susies mother used to do?"	"What did Susie’s mother used to do?"
611	11	"Her mother used to read beside the clawfoot bathtub her father imported from England"	26	"What does it remind her of"	"What does it remind her of?"
111	11	"Her mother used to read beside the clawfoot bathtub her father imported from England"	20	"What is susie's history?"	"What is Susie’s history?"
511	11	"Her mother used to read beside the clawfoot bathtub her father imported from England"	10	"What memories of childhood does Susie have?"	"What memories of childhood does Susie have?"
371	11	"Her mother used to read beside the clawfoot bathtub her father imported from England"	14	"What memory does Susie think of?"	"What memory does Susie think of?"
531	11	"Her mother used to read beside the clawfoot bathtub her father imported from England"	12	"What was on Susie's mind?"	"What was on Susie’s mind?"
631	11	"Her mother used to read beside the clawfoot bathtub her father imported from England"	28	"What was one of Susie's mother's hobbies?"	"What was one of Susie’s mother’s hobbies?"
591	11	"Her mother used to read beside the clawfoot bathtub her father imported from England"	8	"What was Susie's childhood like?"	"What was Susie’s childhood like?"
151	11	"Her mother used to read beside the clawfoot bathtub her father imported from England"	22	"What were Susie's memories of her mother?"	"What were Susie’s memories of her mother?"
71	11	"Her mother used to read beside the clawfoot bathtub her father imported from England"	19	"What were Susie's parents like?"	"What were Susie’s parents like?"
91	11	"Her mother used to read beside the clawfoot bathtub her father imported from England"	15	"Where did her mother read in the past?"	"Where did her mother used to read?"
431	11	"Her mother used to read beside the clawfoot bathtub her father imported from England"	21	"Where did her mother used to read?"	"Where did her mother used to read?"
291	11	"Her mother used to read beside the clawfoot bathtub her father imported from England"	29	"Where did Susie's bath come from?"	"Where did Susie’s bath come from?"
572	12	"Susie—who wasn’t a Susie at all then—would tuck her chin over the edge of the tub"	9	"Has susie changed her name?"	"Has Susie changed her name?"
172	12	"Susie—who wasn’t a Susie at all then—would tuck her chin over the edge of the tub"	6	"How did susie sit in the tub to hear stories?"	"How did Susie sit in the tub to hear stories?"
272	12	"Susie—who wasn’t a Susie at all then—would tuck her chin over the edge of the tub"	7	"Is Susie a nickname?"	"Is Susie a nickname?"
232	12	"Susie—who wasn’t a Susie at all then—would tuck her chin over the edge of the tub"	23	"is susie human?"	"Is Susie human?"
472	12	"Susie—who wasn’t a Susie at all then—would tuck her chin over the edge of the tub"	3	"IS SUSIE TAKING A WALK DOWN MEMORY LANE TODAY ?"	"Is Susie taking a walk down memory lane today?"
252	12	"Susie—who wasn’t a Susie at all then—would tuck her chin over the edge of the tub"	30	"Was Susie always called Susie ?"	"Was Susie always called Susie?"
332	12	"Susie—who wasn’t a Susie at all then—would tuck her chin over the edge of the tub"	25	"Was Susie always known as Susie"	"Was Susie always called Susie?"
12	12	"Susie—who wasn’t a Susie at all then—would tuck her chin over the edge of the tub"	27	"What did Susie do in the bathtub whilst her mother read to her?"	"What did Susie do while her mother read?"
632	12	"Susie—who wasn’t a Susie at all then—would tuck her chin over the edge of the tub"	28	"What did Susie do when her mother read to her in the bath?"	"What would Susie do?"
312	12	"Susie—who wasn’t a Susie at all then—would tuck her chin over the edge of the tub"	1	"what did susie do while her mother read?"	"What would Susie do?"
432	12	"Susie—who wasn’t a Susie at all then—would tuck her chin over the edge of the tub"	21	"what did susie do while her mother read?"	"What would Susie do?"
152	12	"Susie—who wasn’t a Susie at all then—would tuck her chin over the edge of the tub"	22	"What did Susie do with her chin?"	"What did Susie do with her chin?"
192	12	"Susie—who wasn’t a Susie at all then—would tuck her chin over the edge of the tub"	4	"What did Susie used to do in the bathrub?"	"What would Susie do?"
372	12	"Susie—who wasn’t a Susie at all then—would tuck her chin over the edge of the tub"	14	"What else does Susie remember from this memory?"	"What else does Susie remember from this memory?"
532	12	"Susie—who wasn’t a Susie at all then—would tuck her chin over the edge of the tub"	12	"What happened to Susie when she was younger?"	"What happened to Susie when she was younger?"
392	12	"Susie—who wasn’t a Susie at all then—would tuck her chin over the edge of the tub"	5	"What is Susies origin story?"	"What is Susie’s origin story?"
112	12	"Susie—who wasn’t a Susie at all then—would tuck her chin over the edge of the tub"	20	"What is Susies past life like?"	"What is Susie’s past life like?"
72	12	"Susie—who wasn’t a Susie at all then—would tuck her chin over the edge of the tub"	19	"What was Susie like when she was younger?"	"What was Susie like when she was younger?"
612	12	"Susie—who wasn’t a Susie at all then—would tuck her chin over the edge of the tub"	26	"What would susie do"	"What would Susie do?"
352	12	"Susie—who wasn’t a Susie at all then—would tuck her chin over the edge of the tub"	24	"what would susie do in the bath when she was younger"	"What would Susie do?"
292	12	"Susie—who wasn’t a Susie at all then—would tuck her chin over the edge of the tub"	29	"What would Susie do in the bath whilst her mother was reading?"	"What would Susie do?"
132	12	"Susie—who wasn’t a Susie at all then—would tuck her chin over the edge of the tub"	2	"What would Susie do in the bath?"	"What would Susie do?"
52	12	"Susie—who wasn’t a Susie at all then—would tuck her chin over the edge of the tub"	11	"What would Susie do in the bathtub?"	"What would Susie do?"
492	12	"Susie—who wasn’t a Susie at all then—would tuck her chin over the edge of the tub"	16	"What would Susie do in the bathtub?"	"What would Susie do?"
412	12	"Susie—who wasn’t a Susie at all then—would tuck her chin over the edge of the tub"	18	"What would Susie do?"	"What would Susie do?"
592	12	"Susie—who wasn’t a Susie at all then—would tuck her chin over the edge of the tub"	8	"What would Susie do?"	"What would Susie do?"
452	12	"Susie—who wasn’t a Susie at all then—would tuck her chin over the edge of the tub"	17	"What would Susie have done as a child when her mother would read to her?"	"What would Susie do?"
92	12	"Susie—who wasn’t a Susie at all then—would tuck her chin over the edge of the tub"	15	"what would the now named Susie do with her chin in the bath?"	"What did Susie do with her chin?"
273	13	"listen"	7	"Can Susie pay attention?"	"Can Susie pay attention?"
253	13	"listen"	30	"Did Susie concentrate when listening to her Mothers stories ?"	"Did Susie concentrate when listening to her mother’s stories ?"
333	13	"listen"	25	"Did Susie's mother ever read to her in the bathtub?"	"Did Susie’s mother ever read to her in the bathtub?"
433	13	"listen"	21	"What did Susie do as she tucked her chin over the edge of the tub?"	"What did Susie do as she tucked her chin over the edge of the tub?"
513	13	"listen"	10	"What did Susie do during the time in the memory?"	"What did Susie do next?"
373	13	"listen"	14	"What did Susie do in the memory?"	"What did Susie do next?"
133	13	"listen"	2	"What did Susie do next?"	"What did Susie do next?"
393	13	"listen"	5	"What did Susie do next?"	"What did Susie do next?"
153	13	"listen"	22	"What did Susie do when her mother read?"	"What did Susie do when her mother read?"
293	13	"listen"	29	"What did Susie do when her mother was reading?"	"What did Susie do when her mother read?"
13	13	"listen"	27	"What did Susie do whilst her mother was reading to her in the bath tub?"	"What did Susie do when her mother read?"
573	13	"listen"	9	"what did susie listen to"	"What does Susie listen to?"
173	13	"listen"	6	"What did susie used to do in the tub?"	"What did Susie used to do in the tub?"
93	13	"listen"	15	"what did Susue do when she had her chin over the edge of the tub?"	"What did Susie do as she tucked her chin over the edge of the tub?"
353	13	"listen"	24	"what does susie do when shes ypunger"	"What does Susie do when she’s younger?"
473	13	"listen"	3	"WHAT DOES SUSIE LISTEN TO?"	"What does Susie listen to?"
193	13	"listen"	4	"What else did she do?"	"What else did she do?"
313	13	"listen"	1	"what else did susie do?"	"What else did she do?"
413	13	"listen"	18	"What else would she do?"	"What else did she do?"
453	13	"listen"	17	"What else would she have done?"	"What else did she do?"
533	13	"listen"	12	"What happened to Susie as a child?"	"What happened to Susie as a child?"
613	13	"listen"	26	"what was she doing"	"What did Susie do next?"
113	13	"listen"	20	"What were Susie's parents like?"	"What were Susie’s parents like?"
493	13	"listen"	16	"What would she do next?"	"What did Susie do next?"
73	13	"listen"	19	"What would she do?"	"What did Susie do next?"
633	13	"listen"	28	"What would Susie do when her mother spoke to her?"	"What did Susie do when her mother read?"
593	13	"listen"	8	"What would Susie do?"	"What did Susie do next?"
233	13	"listen"	23	"who would she listen to?"	"Who would she listen to?"
53	13	"listen"	11	"Would Susie listen?"	"Would Susie listen?"
334	14	"The water would go cold"	25	"Did Susie spend a long time in the bath when she was young?"	"Did Susie spend a long time in the bath when she was young?"
574	14	"The water would go cold"	9	"Did susie stay in the bath too long as a child"	"Did Susie stay in the bath too long as a child?"
614	14	"The water would go cold"	26	"How did it feel"	"How did it feel?"
74	14	"The water would go cold"	19	"How long would she be in the bath?"	"How long would Susie stay in the bath?"
454	14	"The water would go cold"	17	"How long would she listen for?"	"How long would she listen for?"
234	14	"The water would go cold"	23	"how long would she stay in bath?"	"How long would Susie stay in the bath?"
254	14	"The water would go cold"	30	"How long would Susie spend in the bath tub ?"	"How long would Susie stay in the bath?"
274	14	"The water would go cold"	7	"How long would Susie stay in the bath?"	"How long would Susie stay in the bath?"
634	14	"The water would go cold"	28	"How long would Susie stay in the bath?"	"How long would Susie stay in the bath?"
174	14	"The water would go cold"	6	"How was the water?"	"How was the water?"
134	14	"The water would go cold"	2	"What did the water feel like?"	"How was the water?"
594	14	"The water would go cold"	8	"What happened to the bath water?"	"What would happen to the water?"
14	14	"The water would go cold"	27	"What happened to the water?"	"What would happen to the water?"
154	14	"The water would go cold"	22	"What happened to the water?"	"What would happen to the water?"
194	14	"The water would go cold"	4	"What happened to the water?"	"What would happen to the water?"
534	14	"The water would go cold"	12	"What happened?"	"What happened?"
514	14	"The water would go cold"	10	"What happens next in the memory?"	"What happened?"
54	14	"The water would go cold"	11	"What temperature was the bath water?"	"What temperature was the bath?"
374	14	"The water would go cold"	14	"What temperature was the bath?"	"What temperature was the bath?"
114	14	"The water would go cold"	20	"What was Susie's childhood like?"	"What was Susie’s childhood like?"
414	14	"The water would go cold"	18	"What would happen then?"	"What happened?"
354	14	"The water would go cold"	24	"what would happen to the bath water"	"What would happen to the water?"
294	14	"The water would go cold"	29	"What would happen to the bath water?"	"What would happen to the water?"
314	14	"The water would go cold"	1	"what would happen to the water?"	"What would happen to the water?"
394	14	"The water would go cold"	5	"What would happen to the water?"	"What would happen to the water?"
434	14	"The water would go cold"	21	"What would happen to the water?"	"What would happen to the water?"
494	14	"The water would go cold"	16	"What would happen to the water?"	"What would happen to the water?"
94	14	"The water would go cold"	15	"What would the water do?"	"What would happen to the water?"
474	14	"The water would go cold"	3	"WHY WOULD THE WATER GO COLD WAS SUSIE IN IT TOO LONG ?"	"Why would the water go cold?"
474	14	"The water would go cold"	3	"WHY WOULD THE WATER GO COLD WAS SUSIE IN IT TOO LONG ?"	"Was Susie in it too long?"
435	15	"Her skin would loose"	21	"And her skin?"	"And her skin?"
175	15	"Her skin would loose"	6	"How did her skin feel?"	"How did Susie’s skin feel?"
535	15	"Her skin would loose"	12	"How did Susie feel?"	"How did Susie feel?"
375	15	"Her skin would loose"	14	"How did Susies skin feel?"	"How did Susie’s skin feel?"
415	15	"Her skin would loose"	18	"How was her skin?"	"How was her skin?"
475	15	"Her skin would loose"	3	"WAS IT BECAUSE SHE LOVED BATH TIME ?"	"Was it because she loved bath time?"
115	15	"Her skin would loose"	20	"What are Susie's childhood memorys?"	"What are Susie’s childhood memories?"
55	15	"Her skin would loose"	11	"What did the water do to her skin?"	"What did the water do to her skin?"
575	15	"Her skin would loose"	9	"What does Susie remember about books in her childhood"	"What does Susie remember about books in her childhood?"
615	15	"Her skin would loose"	26	"what happened in the bath"	"What happened in the bath?"
155	15	"Her skin would loose"	22	"What happened to her skin?"	"What would happen to her skin?"
195	15	"Her skin would loose"	4	"What happened to her skin?"	"What would happen to her skin?"
495	15	"Her skin would loose"	16	"What happened to her skin?"	"What would happen to her skin?"
15	15	"Her skin would loose"	27	"What happened to Susie's skin?"	"What would happen to her skin?"
635	15	"Her skin would loose"	28	"What happened when Susie stayed in the bath for too long?"	"What would happen to her skin?"
515	15	"Her skin would loose"	10	"What is the effect of the water going cold?"	"What is the effect of the water going cold?"
235	15	"Her skin would loose"	23	"what type of skin?"	"What type of skin?"
255	15	"Her skin would loose"	30	"What was the texture of her skin after spending all that time in the bath ?"	"What was the texture of her skin after spending all that time in the bath?"
455	15	"Her skin would loose"	17	"What would happen if she stayed in the bath for too long?"	"What would happen if she stayed in the bath for too long?"
75	15	"Her skin would loose"	19	"what would happen to her skin?"	"What would happen to her skin?"
95	15	"Her skin would loose"	15	"what would happen to her skin?"	"What would happen to her skin?"
295	15	"Her skin would loose"	29	"what would happen to her skin?"	"What would happen to her skin?"
315	15	"Her skin would loose"	1	"What would happen to her skin?"	"What would happen to her skin?"
395	15	"Her skin would loose"	5	"What would happen to her skin?"	"What would happen to her skin?"
135	15	"Her skin would loose"	2	"What would happen to Susie's skin?"	"What would happen to her skin?"
595	15	"Her skin would loose"	8	"What would happen to Susie's skin?"	"What would happen to her skin?"
355	15	"Her skin would loose"	24	"what would happen to susies skin in the bath"	"What would happen to Susie’s skin in the bath?"
275	15	"Her skin would loose"	7	"What would long baths do to Susie's skin?"	"What would happen to her skin?"
396	16	"crinkle"	5	"And then what would happen to her skin?"	"What would happen to Susie’s skin?"
76	16	"crinkle"	19	"And what else?"	"And what else?"
416	16	"crinkle"	18	"And what else?"	"And what else?"
436	16	"crinkle"	21	"As well as going loose, what else would happen to Susie's skin?"	"What else happened to her skin?"
176	16	"crinkle"	6	"How did her skin feel?"	"How did her skin feel?"
16	16	"crinkle"	27	"How did Susie's skin feel after it had loosened from her bath?"	"How did Susie’s skin feel after it had loosened from her bath?"
536	16	"crinkle"	12	"How long did she stay in the tub for?"	"How long did she stay in the tub for?"
116	16	"crinkle"	20	"Is Susie missing the past?"	"Is Susie missing the past?"
376	16	"crinkle"	14	"What did Susies skin look like?"	"What did Susie’s skin look like?"
276	16	"crinkle"	7	"What else could long baths do to her skin?"	"What else could long baths do to her skin?"
196	16	"crinkle"	4	"What else happened to her skin?"	"What else happened to her skin?"
456	16	"crinkle"	17	"What else would happen if she stayed in the bath for too long?"	"What else would happen if she stayed in the bath for too long?"
296	16	"crinkle"	29	"What else would happen to her skin?"	"What else happened to her skin?"
316	16	"crinkle"	1	"what else would happen to her skin?"	"What else happened to her skin?"
136	16	"crinkle"	2	"What else would happen to Susie's skin?"	"What else happened to her skin?"
356	16	"crinkle"	24	"what else would happen to susies skin in the bath"	"What else would happen to Susie’s skin in the bath?"
496	16	"crinkle"	16	"What else would her skin do?"	"What else happened to her skin?"
576	16	"crinkle"	9	"What memories does Susie have or bath time"	"What memories does Susie have or bath time?"
516	16	"crinkle"	10	"What other effects of the cold water were there?"	"What other effects of the cold water were there?"
616	16	"crinkle"	26	"what would happen to her skin in the bath"	"What would happen to her skin in the bath?"
596	16	"crinkle"	8	"What would happen to Susie's skin?"	"What would happen to Susie’s skin?"
96	16	"crinkle"	15	"what would her skin do?"	"What would happen to Susie’s skin?"
636	16	"crinkle"	28	"What would Susie's skin do when she stayed in the bath for too long?"	"What would Susie’s skin do when she stayed in the bath for too long?"
56	16	"crinkle"	11	"What would the water do to her skin?"	"What would the water do to her skin?"
156	16	"crinkle"	22	"When her skin was wet and loose, what else would it do?"	"What else happened to her skin?"
256	16	"crinkle"	30	"would her skin crinkle ?"	"Would her skin crinkle?"
537	17	"Mrs Simpson only makes fresh tea for Mr Johnson next door"	12	"Does Mrs Simpson ever make fresh tea?"	"Does Mrs Simpson ever make fresh tea?"
617	17	"Mrs Simpson only makes fresh tea for Mr Johnson next door"	26	"Does mrs Simpson make tea"	"Does Mrs Simpson make tea?"
457	17	"Mrs Simpson only makes fresh tea for Mr Johnson next door"	17	"How does her landlady treat Susie's neighbours?"	"How does her landlady treat Susie’s neighbours?"
257	17	"Mrs Simpson only makes fresh tea for Mr Johnson next door"	30	"How does Mrs Simpson make tea for her other tenants ?"	"How does Mrs Simpson make tea for her other tenants ?"
577	17	"Mrs Simpson only makes fresh tea for Mr Johnson next door"	9	"How often does Susie make tea for her neighbour?"	"How often does Susie make tea for her neighbour?"
157	17	"Mrs Simpson only makes fresh tea for Mr Johnson next door"	22	"What does Mrs Simpson do for Mr Johnson?"	"What does Mrs Simpson do for Mr Johnson?"
317	17	"Mrs Simpson only makes fresh tea for Mr Johnson next door"	1	"what does mrs simpson do for mr johnson?"	"What does Mrs Simpson do for Mr Johnson?"
77	17	"Mrs Simpson only makes fresh tea for Mr Johnson next door"	19	"What does Mrs Simpson do for the neighbours?"	"What does Mrs Simpson do for the neighbours?"
117	17	"Mrs Simpson only makes fresh tea for Mr Johnson next door"	20	"What is Susie's landlord like?"	"What is Susie’s landlord like?"
177	17	"Mrs Simpson only makes fresh tea for Mr Johnson next door"	6	"When does Mrs Simpson make fresh tea?"	"When does Mrs Simpson make fresh tea?"
357	17	"Mrs Simpson only makes fresh tea for Mr Johnson next door"	24	"who does mrs simpson make fresh tea for"	"Who does Mrs Simpson make fresh tea for?"
17	17	"Mrs Simpson only makes fresh tea for Mr Johnson next door"	27	"Who does Mrs Simpson make fresh tea for?"	"Who does Mrs Simpson make fresh tea for?"
57	17	"Mrs Simpson only makes fresh tea for Mr Johnson next door"	11	"Who does Mrs Simpson make fresh tea for?"	"Who does Mrs Simpson make fresh tea for?"
137	17	"Mrs Simpson only makes fresh tea for Mr Johnson next door"	2	"Who does Mrs Simpson make fresh tea for?"	"Who does Mrs Simpson make fresh tea for?"
197	17	"Mrs Simpson only makes fresh tea for Mr Johnson next door"	4	"Who does Mrs Simpson make fresh tea for?"	"Who does Mrs Simpson make fresh tea for?"
397	17	"Mrs Simpson only makes fresh tea for Mr Johnson next door"	5	"Who does Mrs Simpson make fresh tea for?"	"Who does Mrs Simpson make fresh tea for?"
637	17	"Mrs Simpson only makes fresh tea for Mr Johnson next door"	28	"Who does Mrs Simpson make fresh tea for?"	"Who does Mrs Simpson make fresh tea for?"
417	17	"Mrs Simpson only makes fresh tea for Mr Johnson next door"	18	"Who does Mrs Simpson make fresh tea for?"	"Who does Mrs Simpson make fresh tea for?"
497	17	"Mrs Simpson only makes fresh tea for Mr Johnson next door"	16	"Who does Mrs SImpson make fresh tea for?"	"Who does Mrs Simpson make fresh tea for?"
517	17	"Mrs Simpson only makes fresh tea for Mr Johnson next door"	10	"Who does Mrs Simpson make fresh tea for?"	"Who does Mrs Simpson make fresh tea for?"
597	17	"Mrs Simpson only makes fresh tea for Mr Johnson next door"	8	"Who does Mrs Simpson make fresh tea for?"	"Who does Mrs Simpson make fresh tea for?"
297	17	"Mrs Simpson only makes fresh tea for Mr Johnson next door"	29	"Who does Mrs Simpson make tea for?"	"Who does Mrs Simpson make fresh tea for?"
437	17	"Mrs Simpson only makes fresh tea for Mr Johnson next door"	21	"Who does Mrs Simpson only make fresh tea for?"	"Who does Mrs Simpson make fresh tea for?"
337	17	"Mrs Simpson only makes fresh tea for Mr Johnson next door"	25	"Who is Mrs Simpson's neighbour?"	"Who is Mrs Simpson’s neighbour?"
377	17	"Mrs Simpson only makes fresh tea for Mr Johnson next door"	14	"Who is Susie's neighbour?"	"Who is Susie’s neighbour?"
97	17	"Mrs Simpson only makes fresh tea for Mr Johnson next door"	15	"Who would Mrs Simpson only make fresh tea for?"	"Who does Mrs Simpson make fresh tea for?"
277	17	"Mrs Simpson only makes fresh tea for Mr Johnson next door"	7	"Why are the teabags always used before Susie gets home?"	"Why are the teabags always used before Susie gets home?"
477	17	"Mrs Simpson only makes fresh tea for Mr Johnson next door"	3	"WHY DOES MRS. SIMPSON NOT MAKE FRESH TEA FOR SUSIE ?"	"Why does Mrs Simpson not make fresh tea for Susie?"
638	18	"One cup still contains a moss-smoke slick of whiskey"	28	"Does Mr Johnson drink alcohol?"	"Does Mr Johnson drink alcohol?"
618	18	"One cup still contains a moss-smoke slick of whiskey"	26	"Does mr Johnson drink whisky"	"Does Mr Johnson drink whisky?"
338	18	"One cup still contains a moss-smoke slick of whiskey"	25	"Does Mrs Simpson ever put whiskey in the tea she makes?"	"Does Mrs Simpson ever put whiskey in the tea she makes?"
118	18	"One cup still contains a moss-smoke slick of whiskey"	20	"Does Mrs Simpson think highly of Mr Johnson?"	"Does Mrs Simpson think highly of Mr Johnson?"
578	18	"One cup still contains a moss-smoke slick of whiskey"	9	"Does the tea contain alchol?"	"Does the tea contain alcohol?"
58	18	"One cup still contains a moss-smoke slick of whiskey"	11	"Was there anything else added to the tea?"	"Was there anything else added to the tea?"
538	18	"One cup still contains a moss-smoke slick of whiskey"	12	"Was there anything in the cups?"	"Was there anything in the cups?"
498	18	"One cup still contains a moss-smoke slick of whiskey"	16	"What did one cup contain?"	"What does the cup contain?"
418	18	"One cup still contains a moss-smoke slick of whiskey"	18	"What does it have in?"	"What does the cup contain?"
258	18	"One cup still contains a moss-smoke slick of whiskey"	30	"What does Mrs Simpson put in her tea ?"	"What does Mrs Simpson put in her tea ?"
378	18	"One cup still contains a moss-smoke slick of whiskey"	14	"What does Mrs Simpson put in Mr johnson's tea?"	"What does Mrs Simpson put in Mr Johnson’s tea?"
198	18	"One cup still contains a moss-smoke slick of whiskey"	4	"What does one cup contain?"	"What does the cup contain?"
598	18	"One cup still contains a moss-smoke slick of whiskey"	8	"What does one cup contain?"	"What does the cup contain?"
518	18	"One cup still contains a moss-smoke slick of whiskey"	10	"What does one cup still contain?"	"What does the cup contain?"
318	18	"One cup still contains a moss-smoke slick of whiskey"	1	"what does one of the cups contain other than tea?"	"What else does one of the cups contain?"
358	18	"One cup still contains a moss-smoke slick of whiskey"	24	"what does the cup contain"	"What does the cup contain?"
98	18	"One cup still contains a moss-smoke slick of whiskey"	15	"What does the cup contain?"	"What does the cup contain?"
398	18	"One cup still contains a moss-smoke slick of whiskey"	5	"What does the cup contain?"	"What does the cup contain?"
278	18	"One cup still contains a moss-smoke slick of whiskey"	7	"What else does Mrs Simpson and Mr Johnson drink together?"	"What else does Mrs Simpson and Mr Johnson drink together?"
298	18	"One cup still contains a moss-smoke slick of whiskey"	29	"What else does one of the cups contain?"	"What else does one of the cups contain?"
